video,class,scene,angle,behavior
Violence/Corridor/Top/Headlock/Top16T11_Headlock_002.mp4,Violence,Corridor,Top,Headlock
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_021.mp4,PreViolence,Corridor,Bottom,Pointing
PreViolence/Classroom/Bottom/Pointing/Bottom12T10_Pointing_011.mp4,PreViolence,Classroom,Bottom,Pointing
Violence/Classroom/Top/Strangling/Top26T10_Strangling_032.mp4,Violence,Classroom,Top,Strangling
Violence/Corridor/Bottom/Hitting/Bottom16T11_Hitting_004.mp4,Violence,Corridor,Bottom,Hitting
Violence/Classroom/Bottom/Kicking/Bottom26T10_Kicking_001.mp4,Violence,Classroom,Bottom,KickingAttack
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_017.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_005.mp4,Violence,Corridor,Bottom,Strangling
Violence/Classroom/Center/Hitting/Center12T10_Hitting_003.mp4,Violence,Classroom,Center,Hitting
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_014.mp4,PreViolence,Classroom,Top,Pushing
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_015.mp4,PreViolence,Corridor,Top,Pointing
Violence/Classroom/Top/Hitting/Top26T10_Hitting_017.mp4,Violence,Classroom,Top,Hitting
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_019.mp4,Violence,Corridor,Bottom,Headlock
Violence/Classroom/Top/Strangling/Top26T10_Strangling_038.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_024.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_028.mp4,Violence,Classroom,Bottom,Hitting
Violence/Corridor/Top/Headlock/Top16T11_Headlock_011.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Top/Strangling/Top26T10_Strangling_018.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Center/Strangling/Center12T10_Strangling_024.mp4,Violence,Classroom,Center,Strangling
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_017.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Classroom/Top/Kicking/Top26T10_Kicking_010.mp4,Violence,Classroom,Top,KickingAttack
Violence/Classroom/Top/Strangling/Top26T10_Strangling_014.mp4,Violence,Classroom,Top,Strangling
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_026.mp4,Violence,Corridor,Bottom,Headlock
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_003.mp4,Violence,Corridor,Bottom,Headlock
Violence/Corridor/Top/Strangling/Top9T11_Strangling_011.mp4,Violence,Corridor,Top,Strangling
Violence/Classroom/Top/Hitting/Top26T10_Hitting_030.mp4,Violence,Classroom,Top,Hitting
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_022.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Classroom/Bottom/Pushing/Bottom8T10_Pushing_002.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_016.mp4,Violence,Classroom,Top,KickingAttack
PreViolence/Classroom/Center/Pointing/Center12T10_Pointing_013.mp4,PreViolence,Classroom,Center,Pointing
Violence/Corridor/Top/Kicking/Top16T11_Kicking_006.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Top/CollarGrabbing/Top8T10_CollarGrabbing_008.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Classroom/Bottom/KneeStrike/Bottom26T10_KneeStrike_011.mp4,Violence,Classroom,Bottom,KickingAttack
Violence/Classroom/Top/Kicking/Top26T10_Kicking_008.mp4,Violence,Classroom,Top,KickingAttack
Violence/Classroom/Center/Hitting/Center12T10_Hitting_018.mp4,Violence,Classroom,Center,Hitting
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_018.mp4,PreViolence,Classroom,Top,Pointing
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_033.mp4,Violence,Classroom,Bottom,Hitting
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_002.mp4,PreViolence,Corridor,Top,Pushing
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_014.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_002.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_023.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_011.mp4,PreViolence,Classroom,Top,Pointing
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_015.mp4,Violence,Classroom,Bottom,Headlock
PreViolence/Classroom/Bottom/Pushing/Bottom8T10_Pushing_008.mp4,PreViolence,Classroom,Bottom,Pushing
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_009.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Classroom/Top/Hitting/Top12T10_Hitting_014.mp4,Violence,Classroom,Top,Hitting
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_033.mp4,Violence,Classroom,Bottom,Strangling
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_002.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Corridor/Top/Headlock/Top9T11_Headlock_016.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Top/Headlock/Top9T11_Headlock_020.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Top/Headlock/Top9T11_Headlock_025.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_007.mp4,Violence,Classroom,Bottom,Strangling
Violence/Corridor/Top/Headlock/Top9T11_Headlock_008.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Top/Headlock/Top26T10_Headlock_016.mp4,Violence,Classroom,Top,Headlock
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_013.mp4,PreViolence,Corridor,Bottom,Pushing
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_006.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Classroom/Top/CollarGrabbing/Top12T10_CollarGrabbing_007.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_008.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_020.mp4,PreViolence,Corridor,Bottom,Pushing
Violence/Corridor/Bottom/Hitting/Bottom9T11_Hitting_008.mp4,Violence,Corridor,Bottom,Hitting
Violence/Classroom/Top/Strangling/Top26T10_Strangling_039.mp4,Violence,Classroom,Top,Strangling
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom8T10_CollarGrabbing_004.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
PreViolence/Classroom/Bottom/Pointing/Bottom8T10_Pointing_006.mp4,PreViolence,Classroom,Bottom,Pointing
Violence/Corridor/Bottom/Kicking/Bottom9T11_Kicking_012.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_004.mp4,PreViolence,Corridor,Bottom,Pointing
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_016.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Corridor/Bottom/Headlock/Bottom16T11_Headlock_002.mp4,Violence,Corridor,Bottom,Headlock
Violence/Corridor/Top/Headlock/Top16T11_Headlock_004.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Top/KneeStrike/Top16T11_KneeStrike_003.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_001.mp4,Violence,Classroom,Bottom,Headlock
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_001.mp4,Violence,Classroom,Bottom,Hitting
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_008.mov,PreViolence,Classroom,Center,Pointing
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_024.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Top/Headlock/Top26T10_Headlock_035.mp4,Violence,Classroom,Top,Headlock
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_034.mp4,Violence,Classroom,Bottom,Hitting
Violence/Corridor/Top/Hitting/Top9T11_Hitting_009.mp4,Violence,Corridor,Top,Hitting
PreViolence/Classroom/Center/Pushing/Center12T10_Pushing_019.mp4,PreViolence,Classroom,Center,Pushing
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_011.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Center/Headlock/Center26T10_Headlock_018.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Center/Strangling/Center26T10_Strangling_017.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Bottom/Pushing/Bottom8T10_Pushing_006.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Classroom/Center/Kicking/Center26T10_Kicking_004.mp4,Violence,Classroom,Center,KickingAttack
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_037.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_006.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_008.mp4,Violence,Corridor,Bottom,Headlock
Violence/Classroom/Center/Kicking/Center26T10_Kicking_002.mp4,Violence,Classroom,Center,KickingAttack
Violence/Classroom/Top/Kicking/Top12T10_Kicking_002.mp4,Violence,Classroom,Top,KickingAttack
Violence/Classroom/Center/Headlock/Center26T10_Headlock_010.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Center/Strangling/Center12T10_Strangling_001.mp4,Violence,Classroom,Center,Strangling
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_012.mp4,PreViolence,Corridor,Top,Pointing
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_017.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Bottom/Pointing/Bottom12T10_Pointing_010.mp4,PreViolence,Classroom,Bottom,Pointing
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_010.mp4,Violence,Classroom,Top,KickingAttack
Violence/Classroom/Center/Strangling/Center26T10_Strangling_015.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Bottom/Pushing/Bottom8T10_Pushing_004.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Corridor/Top/Kicking/Top9T11_Kicking_005.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Top/CollarGrabbing/Top8T10_CollarGrabbing_026.mp4,PreViolence,Classroom,Top,CollarGrabbing
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_006.mp4,PreViolence,Classroom,Top,Pointing
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_013.mp4,PreViolence,Classroom,Top,Pushing
Violence/Classroom/Top/Hitting/Top12T10_Hitting_008.mp4,Violence,Classroom,Top,Hitting
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_006.mp4,PreViolence,Corridor,Top,Pointing
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom8T10_CollarGrabbing_021.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_005.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Top/CollarGrabbing/Top12T10_CollarGrabbing_009.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Classroom/Top/Kicking/Top26T10_Kicking_001.mp4,Violence,Classroom,Top,KickingAttack
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_007.mp4,PreViolence,Classroom,Top,Pointing
Violence/Classroom/Top/Headlock/Top26T10_Headlock_004.mp4,Violence,Classroom,Top,Headlock
Violence/Corridor/Top/Strangling/Top16T11_Strangling_004.mp4,Violence,Corridor,Top,Strangling
Violence/Classroom/Center/Strangling/Center26T10_Strangling_024.mp4,Violence,Classroom,Center,Strangling
Violence/Corridor/Top/Headlock/Top16T11_Headlock_005.mp4,Violence,Corridor,Top,Headlock
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_015.mp4,PreViolence,Classroom,Top,Pushing
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_004.mov,PreViolence,Classroom,Center,Pointing
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_020.mp4,Violence,Corridor,Bottom,Headlock
Violence/Corridor/Top/Kicking/Top16T11_Kicking_016.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Center/Strangling/Center12T10_Strangling_009.mp4,Violence,Classroom,Center,Strangling
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_013.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_020.mp4,Violence,Classroom,Bottom,Headlock
PreViolence/Classroom/Center/Pointing/Center12T10_Pointing_014.mp4,PreViolence,Classroom,Center,Pointing
PreViolence/Classroom/Bottom/Pointing/Bottom8T10_Pointing_013.mp4,PreViolence,Classroom,Bottom,Pointing
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_009.mp4,Violence,Classroom,Bottom,Strangling
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_010.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_016.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_008.mp4,Violence,Classroom,Top,KickingAttack
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_025.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Classroom/Top/Hitting/Top12T10_Hitting_002.mp4,Violence,Classroom,Top,Hitting
Violence/Corridor/Bottom/Headlock/Bottom16T11_Headlock_004.mp4,Violence,Corridor,Bottom,Headlock
PreViolence/Corridor/Top/Pointing/Top16T11_Pointing_006.mp4,PreViolence,Corridor,Top,Pointing
Violence/Classroom/Center/Hitting/Center12T10_Hitting_015.mp4,Violence,Classroom,Center,Hitting
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_003.mp4,Violence,Classroom,Bottom,Headlock
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_018.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_006.mp4,Violence,Corridor,Bottom,Strangling
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_006.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Classroom/Top/CollarGrabbing/Top12T10_CollarGrabbing_008.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_001.mp4,Violence,Corridor,Bottom,Strangling
Violence/Corridor/Bottom/KneeStrike/Bottom9T11_KneeStrike_004.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Corridor/Top/Strangling/Top9T11_Strangling_008.mp4,Violence,Corridor,Top,Strangling
Violence/Corridor/Top/Headlock/Top9T11_Headlock_003.mp4,Violence,Corridor,Top,Headlock
PreViolence/Classroom/Center/Pointing/Center12T10_Pointing_003.mp4,PreViolence,Classroom,Center,Pointing
PreViolence/Classroom/Top/CollarGrabbing/Top12T10_CollarGrabbing_004.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_003.mp4,Violence,Classroom,Bottom,Headlock
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_007.mp4,PreViolence,Corridor,Bottom,Pointing
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_018.mp4,PreViolence,Classroom,Center,Pointing
Violence/Classroom/Center/Strangling/Center12T10_Strangling_017.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Top/CollarGrabbing/Top8T10_CollarGrabbing_014.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_016.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Classroom/Center/Pushing/Center12T10_Pushing_020.mp4,PreViolence,Classroom,Center,Pushing
Violence/Classroom/Center/Headlock/Center12T10_Headlock_020.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_011.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Center/Headlock/Center26T10_Headlock_016.mp4,Violence,Classroom,Center,Headlock
